task,model,language,format_mode,prompt_style,f1,energy_j,J_per_entity,J_per_TP,F1_per_J
NER,70B,nya,json__false,1,0.6611853374443303,21882.674000002444,7.65128461538547,11.338173056996085,3.0215015653217537e-05
NER,70B,nya,json__false,2,0.7126436781609194,16915.642999999225,6.119986613603193,8.267665200390628,4.2129269230909643e-05
NER,70B,nya,json__false,3,0.7035050071530758,16369.936999998987,6.262408951797623,8.322286222673608,4.2975425449292774e-05
NER,70B,nya,json__false,4,0.7358752166377815,16947.91899999976,6.070171561604499,7.983004710315479,4.341979783109607e-05
NER,70B,nya,json__false,5,0.7444965716347889,16617.820000000298,6.481209048362051,8.055172079496025,4.480109735421226e-05
NER,70B,nya,json__false,6,0.7595513494567122,16896.096000000834,6.193583577712916,7.796998615597985,4.4954251529860786e-05
NER,70B,nya,json__false,7,0.7033773861967696,15933.818000003695,6.450938461539958,8.316188935283765,4.4143681457677404e-05
NER,70B,nya,json__false,8,0.7197857381988617,17318.2669999972,5.780462950599866,8.05500790697544,4.156222664767659e-05
NER,70B,pcm,json__false,1,0.7262682069311903,15094.326999999583,7.453988641975102,10.438677040110361,4.8115308945619795e-05
NER,70B,pcm,json__false,2,0.7539267015706808,12883.242999998853,6.272270204478507,8.520663359787601,5.851994731223714e-05
NER,70B,pcm,json__false,3,0.7641509433962266,10966.360999999568,5.295200869145131,7.125640675763202,6.968135951353933e-05
NER,70B,pcm,json__false,4,0.7708947885939037,10890.337000001222,5.158852202748092,6.9453679846946565,7.078704622215246e-05
NER,70B,pcm,json__false,5,0.7767659365001232,11788.732000000775,5.59768850902221,7.470679340938387,6.589054162059772e-05
NER,70B,pcm,json__false,6,0.7863247863247864,10883.94800000079,5.385427016328941,6.959046035806131,7.224628290439548e-05
NER,70B,pcm,json__false,7,0.7783126425133012,10209.581000000238,5.130442713567959,6.6468626302084886,7.623355380727996e-05
NER,70B,pcm,json__false,8,0.7724272793937913,11501.297000000253,5.389548734770503,7.279301898734336,6.71600150308069e-05
NER,70B,swa,json__false,1,0.7736702127659575,19144.725000000035,5.054045670538552,6.581204881402556,4.041166497643377e-05
NER,70B,swa,json__false,2,0.7833803953206937,16753.099000000046,4.521754116059392,5.751149673875745,4.676032746661926e-05
NER,70B,swa,json__false,3,0.805873635996228,16927.775000000023,4.586230018965057,5.659570377800074,4.7606589524980506e-05
NER,70B,swa,json__false,4,0.7980029685602482,17394.456000000006,4.728039141070945,5.882467365573218,4.5876856888208975e-05
NER,70B,swa,json__false,5,0.7947551511907949,17824.121999999974,4.76326082308925,6.00138787878787,4.458874053884932e-05
NER,70B,swa,json__false,6,0.7941882164756066,18168.70900000003,4.81928620689656,6.098928835179601,4.371186838182092e-05
NER,70B,swa,json__false,7,0.8171836398572606,15861.765999999945,4.463074282498578,5.328104131676166,5.151908304896589e-05
NER,70B,swa,json__false,8,0.795193883123976,16799.091000000015,4.676807071269492,5.768918612637368,4.733553042387682e-05
NER,70B,tsn,json__false,1,0.7257142857142858,11014.620000001043,7.4776782077400155,10.841161417323862,6.588645688314414e-05
NER,70B,tsn,json__false,2,0.7383741569045082,8288.258999999613,5.562589932885646,7.969479807691935,8.908676199724728e-05
NER,70B,tsn,json__false,3,0.73957962237264,8123.736999999732,5.489011486486305,7.826336223506486,9.103933600665118e-05
NER,70B,tsn,json__false,4,0.7551020408163265,7808.473000001162,5.1541075907598435,7.277234855546284,9.670290731827005e-05
NER,70B,tsn,json__false,5,0.7536928890415665,8167.166999999434,5.156039772726915,7.44500182315354,9.228327142589575e-05
NER,70B,tsn,json__false,6,0.7628937348563516,8196.032999999821,5.247140204865443,7.437416515426335,9.308085202394479e-05
NER,70B,tsn,json__false,7,0.7460951689066474,7201.766000002623,5.050326788220633,7.012430379749389,0.00010359891850226399
NER,70B,tsn,json__false,8,0.7410195005131713,7844.548000000417,4.915130325814798,7.243349953832333,9.446299525646754e-05
NER,70B,twi,json__false,1,0.6696428571428572,15892.10399999842,22.383245070420312,35.31578666666315,4.213682827289097e-05
NER,70B,twi,json__false,2,0.7001499250374813,12817.29699999839,18.310424285711985,27.4460321199109,5.4625396059525596e-05
NER,70B,twi,json__false,3,0.6968325791855204,10108.221000000834,14.607255780348027,21.87926623376804,6.893721251103067e-05
NER,70B,twi,json__false,4,0.7210365853658537,10715.660000000149,15.80480825958724,22.654672304440062,6.728811714498628e-05
NER,70B,twi,json__false,5,0.7336448598130842,10790.683000002056,16.601050769233932,22.91015498938865,6.798873248458364e-05
NER,70B,twi,json__false,6,0.7350689127105666,10634.946000002325,15.82581250000346,22.156137500004842,6.911825529818449e-05
NER,70B,twi,json__false,7,0.7184615384615385,9743.096000000834,14.629273273274526,20.863160599573522,7.374057881206107e-05
NER,70B,twi,json__false,8,0.6546212647671995,10380.403000000864,12.894910559007284,22.039072186838354,6.306318403699211e-05
NER,70B,wol,json__false,1,0.6798825256975036,16300.92199999839,11.898483211677657,17.60358747300042,4.170822519717417e-05
NER,70B,wol,json__false,2,0.7096530920060332,11500.234999999404,8.859965331278431,12.221291179595541,6.170770353875985e-05
NER,70B,wol,json__false,3,0.6943083301922351,10522.07899999991,8.10013779830632,11.424624321389697,6.598585034309674e-05
NER,70B,wol,json__false,4,0.7328244274809159,11470.829999998212,9.060687203790057,11.948781249998138,6.388591126196014e-05
NER,70B,wol,json__false,5,0.7595974655236676,10727.166000001132,8.07160722347715,10.527150147204251,7.081063773261152e-05
NER,70B,wol,json__false,6,0.7617977528089888,11043.932999998331,8.392046352582318,10.85932448377417,6.897884592464513e-05
